year,country,ISO,"Life expectancy at birth, total (years)",Population growth (annual %),"School enrollment, tertiary (% gross)",Internet Users(%),GDP per capita (current US$),"Inflation, consumer prices (annual %)"
2015,United States,USA,78.690243902439,0.73621730882542,88.8894119262695,74.55419922,56762.7294515989,0.118627135552435
2014,United States,USA,78.8414634146341,0.733361519937424,88.6268692016602,73.0,55123.8497869046,1.62222297740821
2013,United States,USA,78.7414634146342,0.692860276624581,88.7264175415039,71.40000153,53291.1276891406,1.46483265562714
2012,United States,USA,78.7414634146342,0.733599941250847,,74.69999695,51784.4185738837,2.06933726526059
2011,United States,USA,78.6414634146341,0.726786704810745,,69.72946167,50065.9665041742,3.15684156862206
2010,United States,USA,78.5414634146342,0.829616674709795,,71.69000244,48650.6431283336,1.64004344238989
2009,United States,USA,78.390243902439,0.876651298802912,,71.0,47194.9433547336,-0.35554626629975
2008,United States,USA,78.0390243902439,0.945865287282592,,74.0,48570.0459804586,3.83910029665101
2007,United States,USA,77.9878048780488,0.951055242772428,,75.0,48050.2237771135,2.85267248150136
2006,United States,USA,77.6878048780488,0.964253917136075,,68.93119049,46302.0008800056,3.22594410070407
2005,United States,USA,77.4878048780488,0.921713167161207,80.6348266601563,67.96805573,44123.4070679055,3.39274684549547
2004,United States,USA,77.4878048780488,0.925483968943482,,64.758255,41724.6316287624,2.67723669309173
2003,United States,USA,77.0365853658537,0.859481712840946,,61.69711685,39490.2749557007,2.27009497336113
2002,United States,USA,76.9365853658537,0.927797485710314,,58.78540421,37997.7596573051,1.58603162650603
2001,United States,USA,76.8365853658537,0.989741382223669,,49.08083344,37133.623113437,2.82617111885402
2000,United States,USA,76.6365853658537,1.11276899679534,,43.0791626,36329.9560727102,3.37685727149935
1999,United States,USA,76.5829268292683,1.14834004729055,72.7102279663086,35.84872437,34515.3902272076,2.18802719697358
1998,United States,USA,76.5804878048781,1.16571452642589,71.8154830932617,30.09319687,32853.6769523009,1.55227909874362
1997,United States,USA,76.4292682926829,1.20396029701272,,21.61640167,31459.1389804773,2.33768993730741
1996,United States,USA,76.0268292682927,1.16341161998189,78.7965087890625,16.41935349,29967.7127181749,2.9312041999344
1995,United States,USA,75.6219512195122,1.19078709090209,79.1659774780273,9.237088203,28690.8757013347,2.80541968853655
1994,United States,USA,75.619512195122,1.2262960888682,79.0566635131836,4.862780571,27694.853416234,2.6074415921546
1993,United States,USA,75.419512195122,1.31867999977741,79.3760223388672,2.271673203,26387.2937338171,2.95165696638554
1992,United States,USA,75.6170731707317,1.38688569247935,77.7397384643555,1.724202514,25418.9907763319,3.0288196781497
1991,United States,USA,75.3658536585366,1.33626074073779,73.1438980102539,1.163193703,24342.2589048189,4.23496396453853
1990,United States,USA,75.2146341463415,1.12965052045579,71.251220703125,0.784728527,23888.6000088133,5.39795643990322
1989,United States,USA,75.0170731707317,0.944405555428529,67.5728225708008,0.0,22857.1544330056,4.82700303008949
1988,United States,USA,74.7658536585366,0.907999040167679,64.8080825805664,0.0,21417.0119305191,4.07774110744408
1987,United States,USA,74.7658536585366,0.893829201032046,62.0951614379883,0.0,20038.9410992658,3.66456321751691
1986,United States,USA,74.6146341463415,0.924164157058979,59.4338684082031,0.0,19071.2271949295,1.89804772234275
1985,United States,USA,74.5634146341464,0.886129040850881,58.259708404541,0.0,18236.8277265009,3.54564415209369
1984,United States,USA,74.5634146341464,0.865817336309961,58.4033813476563,0.0,17121.2254849995,4.30053547523427
1983,United States,USA,74.4634146341463,0.914378513375149,57.5830307006836,,15543.8937174925,3.21243523316063
1982,United States,USA,74.3609756097561,0.953317566163514,57.0089416503906,,14433.787727053,6.13142700027494
1981,United States,USA,74.009756097561,0.981415437259678,55.7370300292969,,13976.10539252,10.3347153402771
1980,United States,USA,73.609756097561,0.959589922764484,53.6192016601563,0.0,12574.7915062163,13.5492019749684
1979,United States,USA,73.8048780487805,1.10357656509899,52.6435317993164,,11674.1818666548,11.2544711292795
1978,United States,USA,73.3560975609756,1.0595730803427,53.4084510803223,,10564.9482220275,7.63096383885602
1977,United States,USA,73.2560975609756,1.00577199618134,52.9422607421875,,9452.57651914511,6.50168399472839
1976,United States,USA,72.8560975609756,0.950220048994522,54.7660217285156,,8592.25353727612,5.74481263549085
1975,United States,USA,72.6048780487805,0.985986067347125,51.0904312133789,,7801.45666356443,9.14314686496534
1974,United States,USA,71.9560975609756,0.913660196067714,49.049690246582,,7225.69135952566,11.0548048048048
1973,United States,USA,71.3560975609756,0.954476728552297,48.6753616333008,,6726.35895596695,6.17776006377041
1972,United States,USA,71.1560975609756,1.07052275237269,48.1896514892578,,6094.01798986165,3.27227824655283
1971,United States,USA,71.1073170731707,1.26433369185094,47.3160209655762,,5609.38259952519,4.29276668813045
1970,United States,USA,70.8073170731707,1.16500266687286,,,5234.2966662115,5.83825533848253
1969,United States,USA,70.5073170731708,0.977242811872469,,,5032.14474262003,5.4623862002875
1968,United States,USA,69.9512195121951,0.998461043585335,,,4695.92339043178,4.27179615288534
1967,United States,USA,70.5609756097561,1.08888120728762,,,4336.42658722171,2.77278562259307
1966,United States,USA,70.2121951219512,1.1548931907552,,,4146.31664631665,3.01507537688439
1965,United States,USA,70.2146341463415,1.25017164562845,,,3827.52710972039,1.58516926383669
1964,United States,USA,70.1658536585366,1.38904605518369,,,3573.94118474743,1.27891156462583
1963,United States,USA,69.9170731707317,1.43916476170683,,,3374.51517105082,1.2396694214876
1962,United States,USA,70.119512195122,1.53799735825387,,,3243.84307754988,1.19877334820185
1961,United States,USA,70.2707317073171,1.65773003738953,,,3066.56286916615,1.07072414764723
1960,United States,USA,69.7707317073171,,,,3007.12344537862,1.45797598627786
2022,Colombia,COL,,0.691481571303501,,,6630.28272608054,10.1772313546165
2021,Colombia,COL,72.83,1.14382091580962,,,6182.70709867969,3.49505757399453
2020,Colombia,COL,74.769,1.47010203160178,54.2392883300781,69.79000092,5304.28912886637,2.52663500084712
2019,Colombia,COL,76.752,1.83074694246543,54.9765205383301,65.00689697,6436.50921529531,3.52301932741443
2018,Colombia,COL,76.748,1.89558675057496,55.3274917602539,64.12637329,6782.0379203319,3.24056932930567
2017,Colombia,COL,76.646,1.51228960592288,56.4340286254883,62.25988007,6449.97098726073,4.31431325695007
2016,Colombia,COL,76.471,1.068611890834,55.4842491149902,58.13649368,5936.26102166829,7.51346024627683
2015,Colombia,COL,76.257,0.941994067106625,53.2821388244629,55.90497208,6228.65162186096,4.98983115849532
2014,Colombia,COL,76.043,0.947136923375947,51.4163818359375,52.56999969,8167.47284156278,2.89883787761738
2013,Colombia,COL,75.827,0.990034781454962,48.7331085205078,51.70000076,8263.64192942212,2.01699224310378
2012,Colombia,COL,75.597,1.03966499994087,45.307300567627,48.97999954,8096.80150977527,3.16930188840063
2011,Colombia,COL,75.32,1.09358307436582,43.0323104858398,40.350914,7392.9435995632,3.41503344776241
2010,Colombia,COL,75.033,1.12688471543895,39.4133186340332,36.5,6392.75802564032,2.27200227892008
2009,Colombia,COL,74.742,1.13154130595269,37.5189895629883,30.0,5245.9516649172,4.20251661216488
2008,Colombia,COL,74.295,1.16787354604705,36.0769500732422,25.60000038,5534.68944688199,6.99688495554508
2007,Colombia,COL,73.837,1.23996744251378,33.7499389648438,21.79999924,4762.08297292255,5.54438485815156
2006,Colombia,COL,73.468,1.29886517669187,32.6994781494141,15.3416748,3782.60350413031,4.29342363628925
2005,Colombia,COL,73.081,1.36565233876962,30.69215965271,11.00726414,3448.53827356214,5.05101962689697
2004,Colombia,COL,72.695,1.42817053070487,28.1366291046143,9.118690491,2811.45945015998,5.90402005546497
2003,Colombia,COL,72.361,1.48113157054236,,7.388923645,2305.17050671011,7.12978862941867
2002,Colombia,COL,71.939,1.53486691614177,25.4306106567383,4.599999905,2421.16210341989,6.3515072877887
2001,Colombia,COL,71.502,1.57553237214944,25.347469329834,2.854199886,2465.00701127148,7.96556090304835
2000,Colombia,COL,71.32,1.61983140551157,24.492000579834,2.207532883,2546.85021319149,9.22534818585368
1999,Colombia,COL,70.926,1.6742155832136,23.2974300384521,1.69773078,2236.07292549395,10.873687085747
1998,Colombia,COL,70.738,1.73449209300479,23.6721591949463,1.126225233,2595.54301205385,18.6769799276672
1997,Colombia,COL,70.492,1.78395611076054,21.10671043396,0.550521016,2860.0409408715,18.4700217119089
1996,Colombia,COL,70.189,1.82497516949853,17.9104194641113,0.330017775,2652.10388063505,20.7975755127402
1995,Colombia,COL,69.933,1.89336934967888,16.6697406768799,0.188046783,2571.46818996686,20.8917930194849
1994,Colombia,COL,69.613,1.94749136422042,16.7001991271973,0.107173942,2314.9009901463,22.8462417553045
1993,Colombia,COL,69.342,1.9713513727806,16.1512298583984,0.0,1920.39896677973,22.4424828533276
1992,Colombia,COL,69.038,1.98308677402728,15.9850597381592,0.0,1720.56855672705,27.010626623136
1991,Colombia,COL,68.813,2.03800594708786,15.3453702926636,0.0,1491.85672826445,30.3878204854436
1990,Colombia,COL,68.644,2.10245993310484,14.6540098190308,0.0,1467.54743608627,29.1520245976216
1989,Colombia,COL,68.533,2.10958011736201,14.2334299087524,0.0,1238.60336697052,25.8675480831987
1988,Colombia,COL,68.391,2.11350051754997,13.6779499053955,0.0,1254.53154613477,28.1083969771704
1987,Colombia,COL,68.268,2.12330820360553,12.9714403152466,0.0,1188.5517771004,23.3020283640181
1986,Colombia,COL,68.26,2.13831694364723,12.4849796295166,0.0,1166.30079731611,18.8424631612405
1985,Colombia,COL,66.276,2.19684709234321,11.756890296936,0.0,1189.86940459785,24.0901743681251
1984,Colombia,COL,67.979,2.2799770813467,11.4685802459717,0.0,1333.37091115403,16.1616171361426
1983,Colombia,COL,67.745,2.29825611583074,10.9207801818848,0.0,1381.12004825276,19.5973170624765
1982,Colombia,COL,67.531,2.28538665013336,10.4747400283813,0.0,1421.92168833937,24.7209882528586
1981,Colombia,COL,67.197,2.30282810071568,10.1302795410156,0.0,1358.48545216789,27.4537624347993
1980,Colombia,COL,66.868,2.30660801533035,8.85468006134033,0.0,1275.99659324238,26.5526531495356
1979,Colombia,COL,66.38,2.27641953563408,9.01661968231201,,1092.30456373975,24.1340757440456
1978,Colombia,COL,65.954,2.26383747547542,8.81997013092041,,930.406202098949,17.7631590853462
1977,Colombia,COL,65.424,2.19594319499091,8.53538990020752,,796.556192288003,33.802818357982
1976,Colombia,COL,64.845,2.15268736522222,7.52815008163452,,641.550720418532,19.8312249167931
1975,Colombia,COL,64.27,2.18515172922318,7.11062002182007,,559.681441470476,23.4375025650554
1974,Colombia,COL,63.64,2.21473664560107,6.24666023254395,,540.226188873276,23.8709573656697
1973,Colombia,COL,63.06,2.24987502569652,5.72088003158569,,460.600711257064,22.5296486781842
1972,Colombia,COL,62.569,2.27539861248598,5.32317018508911,,395.98762231097,12.4444589907729
1971,Colombia,COL,62.051,2.36433190301024,4.72131013870239,,365.345951070262,11.9402616979216
1970,Colombia,COL,61.569,2.48449016945708,4.2470498085022,,344.332599843029,6.90862275848248
1969,Colombia,COL,61.216,2.58185958159407,,,316.305007317933,6.98166307955373
1968,Colombia,COL,60.871,2.69567396861323,,,299.922605075449,7.44753878317765
1967,Colombia,COL,60.531,2.79168365879028,,,301.136382485833,8.32819136425947
1966,Colombia,COL,60.204,2.8884894785914,,,288.575890071302,16.7281682748598
1965,Colombia,COL,59.815,2.97704365495747,,,315.212329517137,7.59068366931587
1964,Colombia,COL,59.375,3.02619520379658,,,336.722068787801,17.0724352164554
1963,Colombia,COL,58.892,3.06596105936449,,,280.993494299019,26.3554355250467
1962,Colombia,COL,58.301,3.09614501457842,,,296.893790426554,4.69709395062468
1961,Colombia,COL,57.73,3.10488961566466,,,280.579137443382,8.28319045648718
1960,Colombia,COL,57.13,,,,256.962847377293,5.81407628204986
2022,Canada,CAN,,1.82337042206996,,,54966.4888361088,6.80280115341612
2021,Canada,CAN,82.5966097560976,0.575421916470359,,,52358.6216405155,3.39519318527532
2020,Canada,CAN,81.6704878048781,1.0737958268224,79.5169219970703,96.97000122,43349.677855557,0.716999632307852
2019,Canada,CAN,82.2287804878049,1.43613682316886,75.6988220214844,96.5,46374.1527517191,1.94926902411596
2018,Canada,CAN,81.8439024390244,1.41245586917998,70.1130218505859,94.63999939,46547.7951820036,2.268225672481
2017,Canada,CAN,81.8329268292683,1.19952071057872,68.9225082397461,92.70137024,45129.4292980922,1.5968841285297
2016,Canada,CAN,81.9248780487805,1.13234865466606,66.4391784667969,91.16000366,42315.6037056806,1.4287595470108
2015,Canada,CAN,81.8156097560976,0.746339477969813,64.7869567871094,90.0,43596.1355365546,1.12524136094279
2014,Canada,CAN,81.7843902439025,1.00533757867378,65.612907409668,87.12000275,50955.9983232404,1.90663590717873
2013,Canada,CAN,81.7448780487805,1.05659125917789,65.3322982788086,85.80000305,52635.1749580433,0.93829189781521
2012,Canada,CAN,81.6636585365854,1.08581726304756,63.980770111084,83.0,52669.0899632316,1.51567823124521
2011,Canada,CAN,81.4826829268293,0.978697786570341,63.4673194885254,83.0,52223.696112356,2.91213508872355
2010,Canada,CAN,81.3221951219512,1.11186407517168,61.6558494567871,80.30000305,47562.0834253057,1.77687154092629
2009,Canada,CAN,81.0660975609756,1.14175809912162,63.0657691955566,80.30000305,40876.3101540295,0.299466803009284
2008,Canada,CAN,80.7246341463415,1.08290711607014,63.7673988342285,76.69999695,46710.5055759013,2.37027067444294
2007,Canada,CAN,80.5436585365854,0.971135141368055,63.6000595092773,73.19999695,44659.8951408034,2.13838399266843
2006,Canada,CAN,80.5436585365854,1.01033450270045,,72.40000153,40504.0607253203,2.00202539534156
2005,Canada,CAN,80.1126829268293,0.944466927450734,,71.66000366,36382.5079164537,2.21355203439764
2004,Canada,CAN,79.9921951219512,0.933020777495183,,65.95596313,32143.6814078562,1.85725871857261
2003,Canada,CAN,79.7151219512195,0.901372739095955,,64.19999695,28300.4630963791,2.75856321360112
2002,Canada,CAN,79.5307317073171,1.08744792718674,59.5465888977051,61.59329987,24255.3385818322,2.25839440940856
2001,Canada,CAN,79.3980487804878,1.08635096562717,,60.20000076,23821.4455867378,2.52512013979907
2000,Canada,CAN,79.1668292682927,0.931281553452429,59.1144599914551,51.29999924,24271.0020563821,2.71943995691972
1999,Canada,CAN,78.8390243902439,0.812842623716166,60.2518692016602,36.18643951,22315.1742893999,1.73484295105918
1998,Canada,CAN,78.6236585365854,0.829909353323744,59.501880645752,24.8973999,21024.509932241,0.995942456658074
1997,Canada,CAN,78.4124390243903,0.993788591465188,,15.07235718,21901.5940426502,1.62121638084528
1996,Canada,CAN,78.220243902439,1.04531178311831,89.2137680053711,6.760239601,21296.6344215798,1.57053112507137
1995,Canada,CAN,77.9773170731707,1.03476948386834,90.5423965454102,4.163525105,20678.9504415585,2.14876033057852
1994,Canada,CAN,77.8717073170732,1.09525810706129,90.0974502563477,2.378693819,19997.6237373354,0.165562913907281
1993,Canada,CAN,77.7048780487805,1.09893087887878,88.2205200195313,1.184557557,20186.9885013146,1.86507936507936
1992,Canada,CAN,77.8380487804878,1.18367554138942,97.6102066040039,0.915981054,20949.9332652006,1.49013290374545
1991,Canada,CAN,77.5934146341464,1.24276123131684,95.5493392944336,0.570385933,21846.3002484754,5.62586408593004
1990,Canada,CAN,77.4365853658537,1.50766067284807,90.5283508300781,0.360999703,21526.3477015733,4.78047693336305
1989,Canada,CAN,77.1248780487805,1.79419351491939,83.0890426635742,0.0,20795.1725328024,4.98362189985959
1988,Canada,CAN,76.8587804878049,1.29662488995999,,0.0,19012.5592480427,4.02823414871611
1987,Canada,CAN,76.7787804878049,1.31816778174498,,0.0,16377.9053510858,4.3561087122174
1986,Canada,CAN,76.4639024390244,0.994040150630969,70.5915298461914,0.0,14521.4825374592,4.19478629085617
1985,Canada,CAN,76.3273170731707,0.91377427539001,,0.0,14170.0482359028,3.96203054065208
1984,Canada,CAN,76.3319512195122,0.944034716041094,,0.0,13930.8444600169,4.30477830391736
1983,Canada,CAN,76.0604878048781,0.988487567147771,,0.0,13476.9738306343,5.86358802977366
1982,Canada,CAN,75.7251219512195,1.18962434077573,,0.0,12526.9590401873,10.7689718997139
1981,Canada,CAN,75.4978048780488,1.23339725480528,,0.0,12379.0046408365,12.4716124148373
1980,Canada,CAN,75.1021951219512,1.28959497847156,,0.0,11207.945195689,10.1292205085452
1979,Canada,CAN,74.8663414634146,0.989698733234704,,,10077.2919385571,9.1446769790719
1978,Canada,CAN,74.529756097561,0.99545694441135,,,9154.76093053901,8.97372335151215
1977,Canada,CAN,74.2156097560976,1.17025687783266,,,8949.10989272982,7.97644539614562
1976,Canada,CAN,73.8560975609756,1.31580656558804,48.0385704040527,,8838.69338353709,7.54173862982152
1975,Canada,CAN,73.5217073170732,1.45942491323998,,,7536.82193170576,10.672188595094
1974,Canada,CAN,73.2375609756098,1.39602166927373,,,7056.58202229076,10.997171145686
1973,Canada,CAN,73.1626829268293,1.22261658426849,,,5858.39183115554,7.48764728240213
1972,Canada,CAN,72.9339024390244,1.16084656651465,,,5106.73708049128,4.9880287310455
1971,Canada,CAN,73.0292682926829,2.94819452761436,,,4535.34603173522,2.70491803278688
1970,Canada,CAN,72.7004878048781,1.39783160033129,,,4135.82149842006,3.34603981363828
1969,Canada,CAN,72.5014634146341,1.35978347208384,,,3763.9339520975,4.56155890168291
1968,Canada,CAN,72.3534146341463,1.61340850346382,,,3462.69028340792,4.05529953917053
1967,Canada,CAN,72.2078048780488,1.79935650480125,,,3217.15222061822,3.57995226730307
1966,Canada,CAN,72.0043902439024,1.86281377101388,,,3047.03666208837,3.81565906838456
1965,Canada,CAN,71.8721951219512,1.81016659700882,,,2770.35855960981,2.33265720081134
1964,Canada,CAN,71.7763414634146,1.88571494336137,,,2555.1339275021,1.91214470284239
1963,Canada,CAN,71.3807317073171,1.86284592763531,,,2374.48452280052,1.6281512605042
1962,Canada,CAN,71.3670731707317,1.85988823339904,,,2268.58052247238,1.06157112526541
1961,Canada,CAN,71.3460975609756,1.99918455690026,,,2240.44297209554,1.01876675603215
1960,Canada,CAN,71.1331707317073,,,,2259.28830170587,1.35869565217391
2022,Luxembourg,LUX,,1.65942523630283,,,126426.089934322,6.33600807777923
2021,Luxembourg,LUX,82.7487804878049,1.51834936706612,,,133590.146975586,2.52692009066169
2020,Luxembourg,LUX,82.1439024390244,1.66635867423273,19.198429107666,98.82242584,117370.49690016,0.819957302126994
2019,Luxembourg,LUX,82.6390243902439,1.9628449198635,18.4300003051758,97.12063599,112621.821337402,1.74332075653843
2018,Luxembourg,LUX,82.2951219512195,1.92883751398765,18.5904693603516,97.06130219,116786.511654675,1.52819524307373
2017,Luxembourg,LUX,82.0951219512195,2.43097641776115,19.1517696380615,97.36296082,110193.213797229,1.73079959118897
2016,Luxembourg,LUX,82.6853658536585,2.15531198799205,19.5639305114746,98.13669586,106899.293549555,0.290833333333306
2015,Luxembourg,LUX,82.2926829268293,2.35995118136865,19.776309967041,96.37671661,105462.012584423,0.4747431614378
2014,Luxembourg,LUX,82.2292682926829,2.35697870484045,,94.66999817,123678.702143273,0.628543985440705
2013,Luxembourg,LUX,81.8,2.31117625275217,,93.77649689,120000.14072986,1.73403963519166
2012,Luxembourg,LUX,81.3926829268293,2.40154189982875,19.4321994781494,91.94992065,112584.676270958,2.66284165508017
2011,Luxembourg,LUX,80.9878048780488,2.22266050326725,,90.02986145,119025.057203467,3.4106834106834
2010,Luxembourg,LUX,80.6317073170732,1.8254058035237,18.265209197998,90.62000275,110885.991378724,2.27367911621542
2009,Luxembourg,LUX,80.6365853658537,1.85177523043645,,87.30999756,109419.746953106,0.368041997888919
2008,Luxembourg,LUX,80.5390243902439,1.78749663225793,10.6073398590088,82.23000336,120422.137934157,3.40187963025566
2007,Luxembourg,LUX,79.3829268292683,1.54438684650549,,78.91999817,107475.320297978,2.31245861786128
2006,Luxembourg,LUX,79.2878048780488,1.59505191774492,10.3311996459961,72.51000214,90788.8004876145,2.66631494577072
2005,Luxembourg,LUX,79.4317073170732,1.53005466340868,,70.0,80988.1376230858,2.48769665164086
2004,Luxembourg,LUX,79.1219512195122,1.42133256471314,,65.87999725,76544.9170868473,2.22567916428892
2003,Luxembourg,LUX,77.7268292682927,1.21520087964639,12.186619758606,54.54999924,65689.3214536911,2.04984030563515
2002,Luxembourg,LUX,77.9658536585366,1.04766081596443,11.8514699935913,39.84000015,53005.7339209179,2.07408613571644
2001,Luxembourg,LUX,77.8243902439025,1.19045634528707,10.2157697677612,36.16342163,48440.1420151355,2.66382110579103
2000,Luxembourg,LUX,77.8731707317073,1.34408299573143,9.81474018096924,22.88732719,48659.5988753233,3.15076707022592
1999,Luxembourg,LUX,77.7707317073171,1.35062128530242,10.057149887085,17.38795853,50872.4492684624,1.02519676474934
1998,Luxembourg,LUX,77.0170731707317,1.24387080269218,8.99351978302002,11.74555397,47445.3810812051,0.958570110494639
1997,Luxembourg,LUX,76.880487804878,1.25350248369427,8.51562023162842,7.14270401,46641.6408754876,1.36751261207943
1996,Luxembourg,LUX,76.519512195122,1.36114394109864,8.09228038787842,5.551653385,50444.3591236175,1.18385968843569
1995,Luxembourg,LUX,76.5121951219512,1.40474246355929,7.38089990615845,1.590941906,51032.349635318,1.86769424969108
1994,Luxembourg,LUX,76.3707317073171,1.36184013740089,7.0386700630188,0.496486127,43933.235442736,2.19476468689066
1993,Luxembourg,LUX,75.7121951219512,1.34238702924688,4.88459014892578,0.302155107,40066.7242518773,3.58809818535163
1992,Luxembourg,LUX,75.7707317073171,1.32834757125223,5.22104978561401,0.153198794,39570.8615665986,3.15417375961793
1991,Luxembourg,LUX,75.4634146341463,1.33968316953886,4.79001998901367,0.0,35747.3377992066,3.11835659874854
1990,Luxembourg,LUX,75.4383170731707,1.25174570700817,,0.0,33465.478207919,3.25376659083636
1989,Luxembourg,LUX,74.5662682926829,0.972627746123582,,0.0,26618.0695774968,3.37095887290448
1988,Luxembourg,LUX,74.7882195121951,0.725614578503426,,0.0,25219.3542781732,1.43659056634904
1987,Luxembourg,LUX,74.0760975609756,0.648083393492208,2.43894004821777,0.0,22443.4314633012,-0.0566629093891733
1986,Luxembourg,LUX,73.995512195122,0.44867099908019,2.60261011123657,0.0,18149.8692500239,0.294563408545438
1985,Luxembourg,LUX,73.5341951219512,0.193256818675591,2.87488007545471,0.0,12481.9658448559,4.09358778530096
1984,Luxembourg,LUX,73.0532195121951,0.1027856081308,3.34684991836548,0.0,12126.9391987909,6.43585780786995
1983,Luxembourg,LUX,72.7811219512195,0.0265336520751997,3.2155499458313,0.0,12374.0304234408,8.66927159808515
1982,Luxembourg,LUX,72.6503414634146,0.082107428492381,2.399090051651,0.0,12590.9767956204,9.35705099427385
1981,Luxembourg,LUX,72.369756097561,0.294773135465379,2.58100008964539,0.0,13837.1299814617,8.07294375934599
1980,Luxembourg,LUX,72.2068048780488,0.355980931791434,1.43809998035431,0.0,16531.1148988397,6.29990006244593
1979,Luxembourg,LUX,72.3307804878049,0.234251269062172,1.41833996772766,,15204.3308191994,4.54652779042167
1978,Luxembourg,LUX,71.4958048780488,0.179439197124502,1.07454001903534,,13034.3882079614,3.09466077424648
1977,Luxembourg,LUX,71.4586585365854,0.173662846984142,1.61185002326965,,10486.3357891095,6.70549411450658
1976,Luxembourg,LUX,69.9751463414634,0.494942519180953,1.77743005752563,,9490.6903118849,9.79734643716296
1975,Luxembourg,LUX,70.2986097560976,1.09244783943894,1.96802997589111,,8701.30473139249,10.7176711339198
1974,Luxembourg,LUX,70.1571707317073,1.30405816817688,1.7804399728775,,8966.72895879047,9.54065541660589
1973,Luxembourg,LUX,70.2403658536585,1.10466656648279,1.95493996143341,,7447.21301786664,6.06809835910202
1972,Luxembourg,LUX,70.3215853658537,1.21304031189342,1.53575003147125,,5486.72062789089,5.22568050555544
1971,Luxembourg,LUX,69.195243902439,0.953656918277231,1.58668005466461,,4435.39800823681,4.67221498041405
1970,Luxembourg,LUX,69.5932195121951,0.493889466721461,,,4298.03389742102,4.63935344389942
1969,Luxembourg,LUX,69.4807073170732,0.490087859971103,,,3658.90068296888,2.29443437047157
1968,Luxembourg,LUX,69.6624390243903,0.2549025372326,,,3175.36736882691,2.62542908963158
1967,Luxembourg,LUX,69.2340243902439,0.328903404633494,,,2909.66062936858,2.16615698739855
1966,Luxembourg,LUX,69.1756341463415,0.71987626682955,,,2900.43321843978,3.33167977254568
1965,Luxembourg,LUX,69.0254146341464,1.1376686982108,,,2780.09271886584,3.33367932929344
1964,Luxembourg,LUX,69.3916829268293,1.11990124963074,,,2755.63311653279,3.09638151245736
1963,Luxembourg,LUX,68.7219268292683,1.03901066517559,,,2441.03855530008,2.87632246212671
1962,Luxembourg,LUX,68.1051707317073,1.22493081884298,,,2311.79884893619,0.895946647339812
1961,Luxembourg,LUX,69.2668292682927,0.911525536470683,,,2222.36636636277,0.482433590630893
1960,Luxembourg,LUX,68.5925365853659,,,,2242.0158166161,0.449620296389849
2022,Norway,NOR,,0.898395220610608,,,106148.778627718,5.76412317852271
2021,Norway,NOR,83.1634146341463,0.534772281874925,,,90655.3910229392,3.48388055266678
2020,Norway,NOR,83.209756097561,0.588757324043059,84.4436721801758,97.0,68340.0181033702,1.28658490707998
2019,Norway,NOR,82.9585365853659,0.675061373245644,83.2306900024414,98.00000763,76430.5889473338,2.16773003305405
2018,Norway,NOR,82.7585365853659,0.660090844249,83.0172576904297,96.49166107,82792.8427113304,2.76483134528794
2017,Norway,NOR,82.609756097561,0.807673181884948,81.9923477172852,96.35760498,76131.8384032764,1.87510059552548
2016,Norway,NOR,82.4073170731707,0.880969815359919,80.5465393066406,97.29820251,70867.3609970749,3.55000000000002
2015,Norway,NOR,82.3048780487805,0.995084736958414,77.9589385986328,96.81032562,74809.9658049898,2.17113665389528
2014,Norway,NOR,82.1,1.12773667734928,77.5435028076172,96.30000305,97666.6951838749,2.0417028670721
2013,Norway,NOR,81.7512195121951,1.20914158930136,76.5000305175781,95.05339813,103553.840134417,2.12048620353119
2012,Norway,NOR,81.4512195121951,1.31344098868985,73.5713424682617,94.64997864,102175.919298374,0.696864111498241
2011,Norway,NOR,81.2951219512195,1.297189390693,73.6679229736328,93.4899826,101221.813476644,1.28495158809159
2010,Norway,NOR,80.9975609756098,1.24566617956207,73.4938583374023,93.38999939,88163.2085931423,2.41890639481001
2009,Norway,NOR,80.7951219512195,1.2611272893768,73.1796188354492,92.08000183,80347.1441583813,2.19738586853571
2008,Norway,NOR,80.5926829268293,1.24633301535167,72.5934677124023,90.56999969,97503.5407803783,3.75393081761006
2007,Norway,NOR,80.3951219512195,1.03473451527827,75.4899673461914,86.93000031,85502.7539315067,0.712589073634205
2006,Norway,NOR,80.3439024390244,0.805392739160981,77.6708602905273,82.55000305,74434.1128098681,2.32934980757545
2005,Norway,NOR,80.0414634146342,0.681072964187373,78.5233535766602,81.98999786,67047.1704558264,1.53213367609252
2004,Norway,NOR,79.8414634146342,0.590930939690253,79.227668762207,77.69000244,57768.412430384,0.454498502220854
2003,Norway,NOR,79.390243902439,0.586532691986894,79.0671768188477,78.12999725,50250.2115333175,2.48782553461785
2002,Norway,NOR,78.9878048780488,0.539290805050494,73.3266906738281,72.83999634,43170.6716286708,1.28672528415185
2001,Norway,NOR,78.7853658536585,0.506046910557235,70.2231369018555,64.0,38602.0944054332,3.00419703998231
2000,Norway,NOR,78.6341463414634,0.649044821192665,69.2786331176758,52.0,38178.0561473638,3.08550609131277
1999,Norway,NOR,78.2829268292683,0.684759433412698,66.3624877929688,40.0,36393.4249590075,2.36596736596735
1998,Norway,NOR,78.3292682926829,0.595410343346654,62.8046684265137,22.560112,34803.4749376875,2.25241329996425
1997,Norway,NOR,78.1426829268293,0.54221993602931,61.5002708435059,20.41788101,36629.0265883133,2.56692335900259
